Neighborhood,City,State,med_2011,med_2014
Sunnyside,Houston,TX,,874.0
Central,Tacoma,WA,1000.0,1095.0
South of Market,San Francisco,CA,3000.0,3405.0
Northwood,Irvine,CA,1995.0,2240.0
Hermosa,Chicago,IL,975.0,900.0
Central Sunset,San Francisco,CA,2300.0,2990.0
Five Points,Toledo,OH,,725.0
Belmont,New York,NY,1380.0,1250.0
Five Oaks - Triple Creek,Beaverton,OR,925.0,930.0
Old Northwest - West University,Reno,NV,995.0,1050.0
Hellman,Long Beach,CA,1000.0,1050.0
Orangecrest,Riverside,CA,,1950.0
Meyerland Area,Houston,TX,1055.0,1693.0
Central City East,Los Angeles,CA,2150.0,2070.0
University,Riverside,CA,945.0,1100.0
South Reno,Reno,NV,1150.0,1450.0
Greater Fifth Ward,Houston,TX,,850.0
Poplar-Ludlow-Yorktowne,Philadelphia,PA,1295.0,1500.0
Westwood,Houston,TX,,
Deep Creek North,Chesapeake,VA,1225.0,1200.0
Bergen-Lafayette,Jersey City,NJ,1250.0,1200.0
Battle Creek,Saint Paul,MN,795.0,1150.0
Alleghany West,Philadelphia,PA,1120.0,1000.0
North San Jose,San Jose,CA,1925.0,2416.0
Scripps Ranch,San Diego,CA,1800.0,1900.0
Edgebrook Area,Houston,TX,569.0,725.0
Strawberry Mansion,Philadelphia,PA,1400.0,800.0
Diamond Head-Kapahulu-St. Louis,Honolulu,HI,3200.0,3200.0
Tenderloin,San Francisco,CA,1195.0,1825.0
Visitacion Valley,San Francisco,CA,,
Lents,Portland,OR,865.0,975.0
People Active in Community Effort,San Antonio,TX,,875.0
Ottawa,Toledo,OH,,550.0
Sheep Mountain,Las Vegas,NV,1295.0,1300.0
Greenway - Upper Kirby Area,Houston,TX,1399.0,1760.0
Spring Branch North,Houston,TX,680.0,1375.0
Hampden,Denver,CO,796.0,838.0
Ost - South Union,Houston,TX,,1195.0
West Brighton,New York,NY,,1500.0
Cal Young,Eugene,OR,980.0,956.0
Cedarbrook,Philadelphia,PA,675.0,850.0
Wynwood - Edgewater,Miami,FL,1675.0,2150.0
Taylor Ranch,Albuquerque,NM,745.0,1050.0
Elkhorn,Omaha,NE,,1170.0
Heartland Village,New York,NY,,1500.0
Wingate,New York,NY,1200.0,1750.0
Clearview,New York,NY,1900.0,2175.0
Macalester-Groveland,Saint Paul,MN,895.0,850.0
West Price HIll,Cincinnati,OH,490.0,650.0
Okolona,Louisville,KY,,
East Little York - Homestead,Houston,TX,,900.0
Westgate,Henderson,NV,1250.0,1495.0
Greenbrier West,Chesapeake,VA,1195.0,1300.0
Goodyear Heights,Akron,OH,,
Kings Grant,Virginia Beach,VA,1725.0,1350.0
Unionport,New York,NY,1125.0,1300.0
The Plaza,Long Beach,CA,,1975.0
East Tampa,Tampa,FL,587.0,875.0
Chatham,Chicago,IL,1000.0,690.0
Midtown,New York,NY,2700.0,3395.0
McGinley Square,Jersey City,NJ,1395.0,1650.0
Braeburn,Houston,TX,567.0,
Warrendale,Detroit,MI,,700.0
Turtle Bay,New York,NY,2795.0,3050.0
Tule Springs,Las Vegas,NV,1295.0,1250.0
Southwest Raleigh,Raleigh,NC,875.0,1090.0
Weston Ranch,Stockton,CA,1295.0,1295.0
Parkside,San Francisco,CA,,2195.0
Harder-Tennyson,Hayward,CA,1200.0,1375.0
Sunrise,Las Vegas,NV,720.0,800.0
North Aurora,Aurora,CO,,725.0
Western Branch North,Chesapeake,VA,1100.0,1295.0
Merrlam Park,Saint Paul,MN,1250.0,1300.0
Petworth,Washington,DC,2200.0,1800.0
Pacific Heights,San Francisco,CA,2500.0,3900.0
Kaimuki,Honolulu,HI,,
Hyde Park,Chicago,IL,935.0,1160.0
Port Richmond,New York,NY,,2300.0
South Acres - Crestmont Park,Houston,TX,,1000.0
East Mount Airy,Philadelphia,PA,850.0,855.0
Summerfields,Fort Worth,TX,,1150.0
Heart of Chicago,Chicago,IL,1050.0,975.0
Nob Hill,San Francisco,CA,1995.0,3200.0
Tioga-Nicetown,Philadelphia,PA,800.0,685.0
West Elsdon,Chicago,IL,,
Greater Pinellas Point,Saint Petersburg,FL,785.0,1200.0
Prosperity Church Road,Charlotte,NC,885.0,1105.0
Chicago Lawn,Chicago,IL,650.0,710.0
Jefferson,Cleveland,OH,,775.0
Beach Haven,Jacksonville,FL,975.0,1200.0
Kamm's Corner,Cleveland,OH,,
Bucktown,Chicago,IL,1800.0,2200.0
Point Loma Heights,San Diego,CA,1650.0,1445.0
Sandalwood,Jacksonville,FL,1000.0,1275.0
Golden Glades - The Woods,Jacksonville,FL,1044.0,1300.0
Astrodome Area,Houston,TX,1110.0,1243.0
"Broadmoor, Anderson Island, Shreve Isle.",Shreveport,LA,745.0,1000.0
Frankford,Baltimore,MD,,1200.0
East Houston,Houston,TX,,1250.0
Downtown,Stamford,CT,1925.0,1975.0
Magnolia,Seattle,WA,1095.0,1500.0
Maplewood,Rochester,NY,,695.0
Nuuanu-Punchbowl,Honolulu,HI,,2000.0
Parkway,Sacramento,CA,1025.0,1095.0
Mount Washington,Los Angeles,CA,,2000.0
Byberry,Philadelphia,PA,,
East Sacramento,Sacramento,CA,,1150.0
Metro West,Orlando,FL,900.0,975.0
Alderwood Manor,Lynnwood,WA,1150.0,
Forest Park East,Columbus,OH,589.0,
DeVeaux,Toledo,OH,,750.0
Gowanus,New York,NY,2000.0,3000.0
Avondale,Chicago,IL,1275.0,1650.0
Ala Moana-Kakaako,Honolulu,HI,3000.0,3000.0
East Arlington,Jacksonville,FL,1200.0,1395.0
Kenmore,Boston,MA,2100.0,2100.0
Trinity - Houston Gardens,Houston,TX,,
Citrus Grove,Glendale,CA,1500.0,1325.0
Inner Richmond,San Francisco,CA,2000.0,3000.0
Buffalo,Las Vegas,NV,1000.0,800.0
Prospect Heights,New York,NY,1600.0,2550.0
DRNAG,San Bernardino,CA,850.0,1150.0
Dayton's Bluff,Saint Paul,MN,1099.0,995.0
Old Colorado City,Colorado Springs,CO,795.0,1000.0
South Weymouth,Weymouth,MA,,1409.0
Manhattanville,New York,NY,1595.0,1900.0
Lake Murray,San Diego,CA,,1645.0
Southeast Raleigh,Raleigh,NC,1050.0,1100.0
West Farms,New York,NY,,1500.0
Mission Hill,Boston,MA,3050.0,3500.0
Noe Valley,San Francisco,CA,3000.0,3900.0
Pecan Park,Houston,TX,,
New Utrecht,New York,NY,1375.0,1400.0
Kuliouou-Kalani Iki,Honolulu,HI,5000.0,4000.0
Vance Jackson,San Antonio,TX,784.0,895.0
Morgan Park,Chicago,IL,,1150.0
Mount Greenwood,Chicago,IL,,
Mt Pleasant,Cleveland,OH,,550.0
Northeast Tacoma,Tacoma,WA,948.0,1375.0
Old Aurora,New Orleans,LA,690.0,1200.0
Outer Sunset,San Francisco,CA,,1995.0
Portola,San Francisco,CA,,1600.0
Downtown,Houston,TX,1372.0,2085.0
Midtown,Atlanta,GA,1299.0,1519.0
Great Bridge East,Chesapeake,VA,,1900.0
North Collinwood,Cleveland,OH,,550.0
Ellet,Akron,OH,,
Charlestown,Boston,MA,2750.0,2600.0
Eastside,Riverside,CA,1250.0,885.0
Upper Roseville,Newark,NJ,,1300.0
Paradise Hills,San Diego,CA,,1850.0
Logan Circle,Washington,DC,2575.0,2790.0
Grays Ferry,Philadelphia,PA,750.0,790.0
West Grand,Grand Rapids,MI,,750.0
Greater Avenues,Salt Lake City,UT,990.0,1000.0
Fairbanks - Northwest Crossing,Houston,TX,670.0,845.0
Cedar Park,Philadelphia,PA,850.0,900.0
Adams Morgan,Washington,DC,1699.0,2500.0
Outer Richmond,San Francisco,CA,,2700.0
West Akron,Akron,OH,,
Bay View,Milwaukee,WI,,765.0
Inner Sunset,San Francisco,CA,,3000.0
Tampa Palms,Tampa,FL,967.0,1295.0
"Hyde Park Brookwood, Southern Hills",Shreveport,LA,,
Puritas-Longmead,Cleveland,OH,,675.0
Tribeca,New York,NY,2500.0,4650.0
Upper Clinton Hill,Newark,NJ,,1200.0
Seatack,Virginia Beach,VA,1129.0,1250.0
Kenmore,Akron,OH,,650.0
Whitmer - Trilby,Toledo,OH,,610.0
Huntridge,Las Vegas,NV,899.0,950.0
Montclare,Chicago,IL,,1350.0
University Village - Little Italy,Chicago,IL,1600.0,1800.0
Washington Highlands,Washington,DC,995.0,
Fishtown,Philadelphia,PA,1650.0,1695.0
Summit-University,Saint Paul,MN,900.0,1195.0
South Broadway,Cleveland,OH,,600.0
Franklin Park,Austin,TX,740.0,
Martha Lake,Lynnwood,WA,,
Greenwood,Seattle,WA,1450.0,1345.0
Midvale Park,Tucson,AZ,,925.0
Encanto,San Diego,CA,,1900.0
Blueberry Hill-Brigadoon-Stoneybrook-Baralto,Lexington,KY,645.0,799.0
Glenville,Cleveland,OH,,
Audubon,New Orleans,LA,,2200.0
Harrowgate,Philadelphia,PA,,675.0
The Waterfront,Jersey City,NJ,2685.0,3000.0
Playa Del Rey,Los Angeles,CA,2228.0,2350.0
West End,Providence,RI,895.0,1250.0
Liberty Heights,Springfield,MA,,925.0
Montavilla,Portland,OR,,850.0
Baychester,New York,NY,,1700.0
Wallingford,Seattle,WA,,1795.0
Bay Park,San Diego,CA,1265.0,1860.0
Buckroe,Hampton,VA,900.0,930.0
Clearing (W),Chicago,IL,,1175.0
Belaire-Edison,Baltimore,MD,1100.0,1200.0
CUF,Cincinnati,OH,595.0,1000.0
West Boulevard,Cleveland,OH,,800.0
Macgregor,Houston,TX,1450.0,1654.0
Central West End,Saint Louis,MO,830.0,995.0
Franklin Park,Toledo,OH,,
Tudor City,New York,NY,2695.0,2900.0
University Place,Houston,TX,1470.0,2033.0
Canyon Crest,Riverside,CA,1450.0,1560.0
Mantua,Philadelphia,PA,1100.0,1100.0
Ardenwood,Fremont,CA,,2500.0
Westwood,Denver,CO,,
Upper Vailsburg,Newark,NJ,1950.0,1150.0
Mariposa,Glendale,CA,,
Desert Shores,Las Vegas,NV,800.0,1250.0
Cultural Corridor,Las Vegas,NV,850.0,550.0
Park Manor,Chicago,IL,1000.0,850.0
Anaheim Resort,Anaheim,CA,1395.0,1550.0
Mountain View,San Diego,CA,,1100.0
Dutchtown,Saint Louis,MO,550.0,550.0
O'Hare,Chicago,IL,1500.0,1065.0
Arlington Heights,Los Angeles,CA,,1795.0
Wedgwood,Fort Worth,TX,,995.0
West University,Austin,TX,1295.0,1550.0
West Garfield Park,Chicago,IL,1295.0,853.0
Carnegie Hill,New York,NY,2650.0,3199.0
Green Valley Ranch,Henderson,NV,1295.0,1575.0
Central,Fresno,CA,950.0,495.0
Barry Square,Hartford,CT,725.0,875.0
Stuyvesant Town,New York,NY,,3275.0
Iah - Airport Area,Houston,TX,,
West Side,Newark,NJ,,1200.0
Centerville,Fremont,CA,1250.0,1520.0
El Camino Real,Irvine,CA,2350.0,2350.0
Morningside,Detroit,MI,800.0,750.0
Sun Lakes,Chandler,AZ,1300.0,1500.0
Squirrel Hill South,Pittsburgh,PA,1570.0,1395.0
Lower Vailsburg,Newark,NJ,,
Oleander Sunset,Bakersfield,CA,,750.0
Spuyten Duyvil,New York,NY,1870.0,2050.0
Rita Ranch,Tucson,AZ,1050.0,1050.0
West Side,Saint Paul,MN,,1200.0
Gandy-Sun Bay South,Tampa,FL,874.0,1150.0
Northwest,Corpus Christi,TX,,1200.0
Garfield Park,Grand Rapids,MI,,750.0
East Side,Long Beach,CA,1075.0,1150.0
Southwest Detroit,Detroit,MI,,
West Colorado Springs,Colorado Springs,CO,950.0,950.0
Nestor,San Diego,CA,,1600.0
Thomas Dale,Saint Paul,MN,1050.0,895.0
Galewood,Chicago,IL,,1300.0
Alamitos Beach,Long Beach,CA,1395.0,1300.0
Eastwick,Philadelphia,PA,,900.0
Traffic Circle,Long Beach,CA,1535.0,1620.0
Chambersburg,Trenton,NJ,900.0,1062.0
Windsor Park,Austin,TX,749.0,1075.0
Logan Heights,San Diego,CA,,1195.0
East Weymouth,Weymouth,MA,1124.0,1415.0
Capitol Hill,Denver,CO,975.0,1020.0
Mid-City,New Orleans,LA,1175.0,975.0
Downtown,Fremont,CA,1717.0,2051.0
East Oak Lane,Philadelphia,PA,,775.0
Flamingo Lummus,Miami Beach,FL,,1900.0
New Tacoma,Tacoma,WA,895.0,1000.0
Delmar Parkway,Aurora,CO,,800.0
Pioneer Park,Las Vegas,NV,825.0,995.0
Bluffview,Dallas,TX,1250.0,1340.0
Dupont Circle,Washington,DC,2250.0,2520.0
Poplar Grove,Salt Lake City,UT,,895.0
Southside,Columbus,OH,,945.0
North Stamford,Stamford,CT,3900.0,4000.0
North Park,Buffalo,NY,,775.0
Cambria Heights,New York,NY,1550.0,2500.0
Lake Houston,Houston,TX,819.0,2000.0
Sixteenth Street Heights,Washington,DC,1895.0,2100.0
Outer Parkside,San Francisco,CA,,
Central Beaverton,Beaverton,OR,825.0,1100.0
Westchester Heights,New York,NY,1244.0,1300.0
Detroit Shoreway,Cleveland,OH,,635.0
Lincoln Park,Chicago,IL,1550.0,1735.0
Oak Park,San Diego,CA,,1378.0
Citizens Southwest,Jackson,MS,675.0,750.0
Hampden South,Denver,CO,1060.0,1042.0
Weber Ranch,Stockton,CA,1250.0,1305.0
Hill,New Haven,CT,1000.0,1200.0
Wissinoming,Philadelphia,PA,,750.0
Fair Haven,New Haven,CT,1180.0,1100.0
Hartranft,Philadelphia,PA,1350.0,2000.0
Villages of Palm Beach Lakes,West Palm Beach,FL,1000.0,1200.0
Greater Third Ward,Houston,TX,,1450.0
Woodlawn,Chicago,IL,1200.0,1125.0
Zaferia,Long Beach,CA,1250.0,1095.0
North Gateway,Phoenix,AZ,1345.0,1400.0
Finn Hill,Kirkland,WA,1675.0,1725.0
Russian Hill,San Francisco,CA,3095.0,4600.0
Firestone Park,Akron,OH,,725.0
Van Nest,New York,NY,1125.0,1400.0
Kensington,Philadelphia,PA,1000.0,1200.0
Creekside - Wagner,Stockton,CA,895.0,800.0
La Grange,Toledo,OH,,625.0
The Groves,Mesa,AZ,635.0,699.0
St.Johns,Portland,OR,,945.0
Lincoln Heights,Spokane,WA,,650.0
Mariner's Harbor,New York,NY,,1930.0
Hillcrest,San Diego,CA,1250.0,1600.0
"Ceder Grove, Lynbrook",Shreveport,LA,,
Washington Square,Syracuse,NY,,700.0
North Clairemont,San Diego,CA,,
Central Weymouth,Weymouth,MA,,1406.0
West Humboldt Park,Chicago,IL,850.0,975.0
Near West Side,Chicago,IL,1600.0,1999.0
Irving Park,Chicago,IL,1100.0,1250.0
North Center,Chicago,IL,1300.0,1750.0
Chimney Lakes,Jacksonville,FL,1050.0,1195.0
Eastwood,Syracuse,NY,,575.0
Upper Eastside,Miami,FL,1300.0,1800.0
Shadyside,Pittsburgh,PA,1200.0,1295.0
Hillcrest,New York,NY,1750.0,2200.0
Alamo Farmsteads-Babcock Road,San Antonio,TX,964.0,1030.0
Georgetown,Washington,DC,5000.0,3250.0
Beverly Glen,Los Angeles,CA,9500.0,8950.0
Western Branch South,Chesapeake,VA,1400.0,1395.0
Downtown,Miami,FL,2050.0,2450.0
Album Park,El Paso,TX,,925.0
East Broad,Columbus,OH,760.0,1125.0
Second Ward,Houston,TX,,1566.0
Diamond Hill - Jarvis,Fort Worth,TX,,
Lee Miles,Cleveland,OH,,
Afton Oaks - River Oaks Area,Houston,TX,1260.0,1660.0
Magnolia Center,Riverside,CA,1095.0,1250.0
Downtown,Hampton,VA,845.0,995.0
Arden Heights,New York,NY,,1600.0
Greater Wythe,Hampton,VA,900.0,1050.0
Aberdeen,Hampton,VA,1055.0,995.0
Valley View,Henderson,NV,950.0,950.0
Miramar Ranch North,San Diego,CA,,2150.0
Somerset,Bellevue,WA,2290.0,2550.0
The Fan,Richmond,VA,795.0,1150.0
Northern Woods,Columbus,OH,609.0,
Cherryland,Hayward,CA,,
North Hill,Akron,OH,,
Ashburn,Chicago,IL,,
Rock Creek,Little Rock,AR,730.0,
Provincetowne,Charlotte,NC,1150.0,1400.0
Bixby Area,Long Beach,CA,,1245.0
Eastside,Santa Ana,CA,,
Sunnyside,Tucson,AZ,,625.0
Whittier,Minneapolis,MN,740.0,900.0
Riverdale,New York,NY,1695.0,1995.0
Palolo,Honolulu,HI,,
North King St,Hampton,VA,925.0,995.0
Willow Meadows - Willowbend Area,Houston,TX,695.0,1500.0
Bayshore-Klatt,Anchorage,AK,,1375.0
North Beach,Jacksonville,FL,795.0,850.0
Northwest,Portland,OR,985.0,1050.0
Lea Hill,Auburn,WA,1045.0,1375.0
McKinley Park,Chicago,IL,,950.0
City Center,Glendale,CA,1650.0,2332.0
MacDonald Ranch,Henderson,NV,1100.0,1395.0
College Hill,Cincinnati,OH,795.0,600.0
Cove - East Side,Stamford,CT,1600.0,1600.0
John Barrow,Little Rock,AR,,650.0
South Land Park,Sacramento,CA,,1000.0
Hayes Valley,San Francisco,CA,,3335.0
Downtown,Atlanta,GA,1100.0,1300.0
Belmont Gardens,Chicago,IL,1200.0,950.0
Independence Heights,Houston,TX,,
Lazy Brook - Timbergrove,Houston,TX,975.0,1205.0
Tacony,Philadelphia,PA,,650.0
Rockaway Park,New York,NY,1350.0,1300.0
Beverly,Chicago,IL,,1100.0
The Ohio State University,Columbus,OH,,800.0
McCullough Hills,Henderson,NV,1141.0,1375.0
Front Park,Buffalo,NY,,1000.0
Emerson Hill,New York,NY,,1700.0
"Caddo Heights, South Highlands",Shreveport,LA,,660.0
Downtown,Honolulu,HI,1850.0,1575.0
Cheviot Hills,Los Angeles,CA,2900.0,3152.0
Cully,Portland,OR,745.0,1150.0
West Oak Hill,Austin,TX,1200.0,1300.0
Dobson Ranch,Mesa,AZ,799.0,1150.0
Downtown,Long Beach,CA,2000.0,1750.0
Windy Hill,Jacksonville,FL,1015.0,1020.0
Brookline,Pittsburgh,PA,,795.0
Belair,Augusta,GA,826.0,900.0
Jamaica Estates,New York,NY,1295.0,1549.0
East Oak Hill,Austin,TX,979.0,1305.0
Brainerd,Chicago,IL,,850.0
Rose Garden,San Jose,CA,,
Lakeview Terrace,Los Angeles,CA,,
Southwest,Wichita,KS,,725.0
Marina,San Francisco,CA,2500.0,3950.0
Northeast Torrance,Torrance,CA,,
Foggy Bottom,Washington,DC,1850.0,1900.0
Highland Creek,Charlotte,NC,1250.0,1325.0
Dellview Area,San Antonio,TX,,900.0
Brentwood-Darlington,Portland,OR,,1025.0
Pinnacle Peak,Scottsdale,AZ,3000.0,3000.0
North Riverdale,New York,NY,1895.0,1700.0
Washington Virginia Vale,Denver,CO,763.0,900.0
Springfield-Belmont,Newark,NJ,,
Hough,Cleveland,OH,,
City College Area,Long Beach,CA,,
Glen Eden,Hayward,CA,,
Springwells,Detroit,MI,,
Glendale,Salt Lake City,UT,,
Lawndale - Wayside,Houston,TX,,
Mid-Cambridge,Cambridge,MA,1850.0,2395.0
West Side,Stamford,CT,1425.0,1600.0
Glenbrook,Stamford,CT,1650.0,1700.0
South Lakes Dr - Soapstone Dr,Reston,VA,1450.0,1695.0
Angel Park Lindell,Las Vegas,NV,890.0,995.0
Bevo Mill,Saint Louis,MO,,650.0
Jacksonville Heights,Jacksonville,FL,750.0,875.0
Tower Grove South,Saint Louis,MO,595.0,625.0
Pine Hills,Albany,NY,,952.0
Calallen,Corpus Christi,TX,,
Jamaica Hills,New York,NY,1450.0,1400.0
River Mountain,Little Rock,AR,825.0,995.0
Belmont Heights,Chicago,IL,,1850.0
Lake Hills,Bellevue,WA,1750.0,1530.0
San Carlos,San Diego,CA,1400.0,1700.0
Beacon Hill,Seattle,WA,,
Virginia Village,Denver,CO,610.0,899.0
Hyde Park,Cincinnati,OH,725.0,1095.0
Van Ness - Civic Center,San Francisco,CA,2100.0,3700.0
Riverside Park,Buffalo,NY,,
Harlow,Eugene,OR,,855.0
Floral park,New York,NY,1600.0,1600.0
Pilsen,Chicago,IL,1355.0,1495.0
Yorkshire,Charlotte,NC,905.0,1100.0
Terrace Park,Tampa,FL,605.0,925.0
Five Points,Denver,CO,1420.0,1700.0
Gibson Springs,Henderson,NV,995.0,1275.0
Glen Oaks,New York,NY,1300.0,1700.0
Silver Spring,Milwaukee,WI,,
Riverside,Cambridge,MA,2250.0,2400.0
Pleasant Valley,Austin,TX,699.0,860.0
Oakwood,New York,NY,,1150.0
Mar Lee,Denver,CO,,795.0
Taku-Campbell,Anchorage,AK,,1650.0
Hillsborough,Raleigh,NC,1050.0,1300.0
Silverlake,Providence,RI,,
New Springville,New York,NY,,1300.0
Buckeye Shaker,Cleveland,OH,695.0,625.0
Tall Timbers-Brechtel,New Orleans,LA,757.0,700.0
Ocean Beach,San Diego,CA,1300.0,1500.0
South End,Hartford,CT,,825.0
West Los Angeles,Los Angeles,CA,2650.0,2495.0
Downtown,Las Vegas,NV,575.0,825.0
South Southwest,San Antonio,TX,,
West Mount Airy,Philadelphia,PA,1295.0,1025.0
Downtown,Bellevue,WA,1595.0,1875.0
Westside Connection,Grand Rapids,MI,,
East Price Hill,Cincinnati,OH,700.0,695.0
Belmont Heights,Long Beach,CA,1295.0,1650.0
Harambee,Milwaukee,WI,,650.0
Arverne,New York,NY,1650.0,1650.0
Chisholm Creek,Wichita,KS,550.0,925.0
Chevy Chase,Washington,DC,2060.0,1550.0
Carroll Gardens,New York,NY,2150.0,2950.0
Willmore City,Long Beach,CA,1050.0,950.0
Cambridgeport,Cambridge,MA,2465.0,2850.0
Windsor,Denver,CO,995.0,950.0
"Highland, Stoner Hill",Shreveport,LA,,700.0
Sun City Summerlin,Las Vegas,NV,1195.0,1295.0
Stockton Metropolitan Airport,Stockton,CA,,1100.0
Heritage,San Antonio,TX,,995.0
Atwater Village,Los Angeles,CA,1500.0,1650.0
Park West,Chicago,IL,1150.0,1425.0
Spenard,Anchorage,AK,,925.0
Bay Ho,San Diego,CA,,2200.0
Downtown,Portland,OR,1375.0,1400.0
North Cambridge,Cambridge,MA,2077.0,2482.0
Lowry Park Central,Tampa,FL,700.0,980.0
Fairmuont,Newark,NJ,,1200.0
Palm Heights,San Antonio,TX,,
Turn of River,Stamford,CT,2200.0,2500.0
Hidden Valley,Charlotte,NC,695.0,810.0
Thalia,Virginia Beach,VA,1259.0,1250.0
Tennyson-Alquire,Hayward,CA,,
North Hill,Spokane,WA,,695.0
East Akron,Akron,OH,,650.0
University Heights,San Diego,CA,945.0,1250.0
Fremont,Seattle,WA,1800.0,1495.0
Calumet Heights,Chicago,IL,,820.0
Brookside,Tulsa,OK,,995.0
South Broad Street,Newark,NJ,,1325.0
Glenmoor,Fremont,CA,1395.0,
Hunts Point,New York,NY,,1309.0
Wanskuck,Providence,RI,725.0,800.0
Schuylkill Southwest,Philadelphia,PA,1450.0,1500.0
Northgate,Fremont,CA,,1570.0
Point Place,Toledo,OH,,
Magruder Area,Hampton,VA,1095.0,1175.0
Como,Saint Paul,MN,960.0,925.0
Southwyck,Toledo,OH,564.0,450.0
Great Northwest,San Antonio,TX,895.0,1075.0
Seventh Avenue,Newark,NJ,,
Midway,Saint Paul,MN,1300.0,1250.0
Overlake,Bellevue,WA,1125.0,1444.0
South Beach,San Francisco,CA,3295.0,4100.0
Millenia,Orlando,FL,900.0,1025.0
Riverwest,Milwaukee,WI,1150.0,850.0
Windsor Park,Charlotte,NC,695.0,850.0
Ballston-Virginia Square,Arlington,VA,2275.0,2400.0
Harvey Park,Denver,CO,,775.0
Amber Hills,San Bernardino,CA,,750.0
Russian Jack Park,Anchorage,AK,,1300.0
Grandview,Glendale,CA,1300.0,1495.0
Historic Mitchell Street,Milwaukee,WI,,
University,Stockton,CA,750.0,725.0
North-East Coconut Grove,Miami,FL,2200.0,2450.0
Del Rio,Jacksonville,FL,1050.0,1200.0
Ravenna,Seattle,WA,,1675.0
Northwest Akron,Akron,OH,,
Shenandoah,Miami,FL,1575.0,1850.0
Mercury Central,Hampton,VA,980.0,880.0
Old Irving Park,Chicago,IL,900.0,1100.0
Manayunk,Philadelphia,PA,1500.0,1595.0
Kyle Canyon,Las Vegas,NV,1050.0,1175.0
Edgewater,Chicago,IL,1050.0,935.0
Norwood Park East,Chicago,IL,,1200.0
Riverside,Austin,TX,780.0,1120.0
Boerum Hill,New York,NY,2350.0,2800.0
Park Glen,Fort Worth,TX,,1395.0
East Central,Spokane,WA,,795.0
Bagley,Detroit,MI,,800.0
East Forest,Charlotte,NC,695.0,
Reed Park,Mesa,AZ,,750.0
Phoebus,Hampton,VA,895.0,960.0
La Sierra South,Riverside,CA,,1649.0
Lower East Side,Milwaukee,WI,1400.0,1350.0
Logan,Spokane,WA,,575.0
Corlett,Cleveland,OH,,650.0
North Beacon Hill,Seattle,WA,,1099.0
Shawnee,Louisville,KY,,750.0
Greater Eastwood,Houston,TX,,
Richmond,Portland,OR,,1445.0
Southeast,Eugene,OR,,925.0
Mandarin Station - Losco,Jacksonville,FL,895.0,1295.0
Riviera,Redondo Beach,CA,,3380.0
Allied Gardens,San Diego,CA,,1600.0
Grand Crossing,Chicago,IL,750.0,950.0
First Hill,Seattle,WA,1299.0,1550.0
Corona Hills,Corona,CA,,1775.0
Norteast Citizens Action,Grand Rapids,MI,,
Lower Pacific Heights,San Francisco,CA,2300.0,2895.0
Marston,Denver,CO,875.0,1150.0
Sundale,Fremont,CA,1270.0,
Pleasant Valley,Portland,OR,,1230.0
McKinley Park,Stockton,CA,,
Sulphur Springs,Tampa,FL,,895.0
Buena Park,Chicago,IL,1050.0,1150.0
Airport,Honolulu,HI,,
Squirrel Hill North,Pittsburgh,PA,,1520.0
Mount Pleasant,Washington,DC,,
Turnagain,Anchorage,AK,,1650.0
South Raleigh,Raleigh,NC,750.0,995.0
The Loop,Chicago,IL,1590.0,2000.0
Brewerytown,Philadelphia,PA,995.0,1200.0
Central City,New Orleans,LA,1100.0,1400.0
Bulls Head,New York,NY,,2150.0
SoHo,New York,NY,2495.0,3299.0
North Ridge-Rosemont,Alexandria,VA,1650.0,1850.0
Meiers Corners,New York,NY,,
Mt. Washington,Cincinnati,OH,535.0,
Cabrillo,Fremont,CA,,
East Raleigh,Raleigh,NC,695.0,850.0
Aurora Highlands,Aurora,CO,725.0,1400.0
Eureka Valley - Dolores Heights - Castro,San Francisco,CA,3300.0,3995.0
Aurora Highlands,Arlington,VA,1939.0,2153.0
Graniteville,New York,NY,,1600.0
Rosebank,New York,NY,,1450.0
North Hyde Park,Tampa,FL,1050.0,1400.0
Drake,Des Moines,IA,,600.0
Admiral,Seattle,WA,,1195.0
Carmel Mountain,San Diego,CA,1670.0,1800.0
Jamestown,Augusta,GA,,895.0
River Mountain,Henderson,NV,1150.0,1100.0
Battery Park,New York,NY,3095.0,3665.0
Grandmont-Rosedale,Detroit,MI,,800.0
Waialae-Kahala,Honolulu,HI,5900.0,6000.0
Midway District,San Diego,CA,,
Portland,Louisville,KY,,575.0
Colina del Sol,San Diego,CA,725.0,950.0
Villages of Woodland Springs,Fort Worth,TX,,1550.0
Peabody,Cambridge,MA,1850.0,2200.0
Clark Fulton,Cleveland,OH,,
Chinatown,New York,NY,2900.0,2700.0
Edison Park,Chicago,IL,1500.0,1350.0
Near East,Dallas,TX,1822.0,1498.0
St. George,New York,NY,1815.0,1800.0
Wicker Park,Chicago,IL,1875.0,2100.0
"Sunset Arcre, Garden Valley, Morningside",Shreveport,LA,,
Scott Park,Toledo,OH,,699.0
Radnor-Ft Myer Heights,Arlington,VA,2600.0,2409.0
Whitney Ranch,Henderson,NV,,1250.0
Roosevelt Island,New York,NY,3095.0,2825.0
Myers Park,Charlotte,NC,1500.0,1331.0
College Park,Orlando,FL,1050.0,995.0
Western Addition,San Francisco,CA,2285.0,3750.0
Crescenta Highlands,Glendale,CA,,
Speer,Denver,CO,850.0,1130.0
Washington Park,Chicago,IL,900.0,1100.0
Valencia Park,San Diego,CA,,1750.0
North Broadway,Newark,NJ,,1150.0
